frp,latitude,longitude,county,local_date,daynight,temp,tmin,tmax,rhum,prcp,wspd,pres,elevation,slope,aspect,fuel_model,fuel_class,years_since_last_burn,log_frp
200.7,39.9687,-121.3082,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1330.0,36.0,163.0,99.0,Nonburnable,21.0,2.3025473941264725
1011.6,39.9385,-121.3175,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,721.0,34.0,125.0,99.0,Nonburnable,13.0,3.0050088249655116
246.3,39.9715,-121.3131,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1524.0,38.0,172.0,122.0,Grass-Shrub,21.0,2.3914644294718466
791.6,39.9415,-121.3238,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,877.0,27.0,177.0,99.0,Nonburnable,13.0,2.8985057910206455
171.3,39.9392,-121.2817,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1560.0,38.0,143.0,186.0,Timber Litter,22.0,2.2337573883183692
337.5,39.9892,-121.3607,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1822.0,5.0,21.0,121.0,Grass-Shrub,50.0,2.528273790035028
87.6,40.0061,-121.3545,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1820.0,2.0,-1.0,98.0,Nonburnable,50.0,1.9425041557450735
480.3,39.9544,-121.3695,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1442.0,33.0,233.0,101.0,Grass,13.0,2.6815125956811126
426.2,39.9886,-121.3682,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1806.0,6.0,151.0,99.0,Nonburnable,50.0,2.629613455568105
616.2,39.9719,-121.3654,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1575.0,30.0,277.0,181.0,Timber Litter,50.0,2.7897217010288684
536.3,39.9711,-121.3722,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1564.0,26.0,196.0,161.0,Timber-Understory,50.0,2.7294078050610446
472.6,39.9535,-121.376,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1372.0,31.0,56.0,101.0,Grass,13.0,2.674493726485823
114.7,39.988,-121.2885,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,946.0,40.0,123.0,99.0,Nonburnable,21.0,2.059563455764778
146.8,39.9896,-121.3031,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1553.0,30.0,60.0,142.0,Shrub,21.0,2.1667260851641434
113.3,39.9247,-121.3426,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1339.0,25.0,282.0,181.0,Timber Litter,13.0,2.054229948194771
37.7,39.9359,-121.345,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1272.0,16.0,114.0,181.0,Timber Litter,13.0,1.576341465403253
404.3,39.9784,-121.3613,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1747.0,5.0,53.0,101.0,Grass,50.0,2.606703752075561
72.9,40.8812,-120.3364,Lassen,2021-07-18,D,23.8,10.0,35.0,23.0,0.0,9.5,1019.7,1655.0,11.0,57.0,101.0,Grass,2.0,1.8627275878919736
867.0,39.9913,-121.3451,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1907.0,12.0,125.0,99.0,Nonburnable,21.0,2.9380191024853737
184.1,39.98,-121.343,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1896.0,1.0,-1.0,99.0,Nonburnable,21.0,2.265053812094154
95.4,40.0026,-121.3471,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1975.0,11.0,272.0,183.0,Timber Litter,21.0,1.9795484202276235
43.6,40.014,-121.3479,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1929.0,30.0,239.0,161.0,Timber-Understory,9.0,1.6394865888774008
172.9,39.9268,-121.3197,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,742.0,37.0,89.0,99.0,Nonburnable,13.0,2.2377950183921684
84.1,39.9284,-121.3022,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1037.0,36.0,287.0,161.0,Timber-Understory,22.0,1.9247960474381567
341.0,39.9491,-121.3276,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1230.0,25.0,134.0,101.0,Grass,13.0,2.532754391728406
217.8,39.9513,-121.3037,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,661.0,26.0,158.0,142.0,Shrub,13.0,2.338057895359815
2573.1,39.9399,-121.3023,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,767.0,33.0,237.0,181.0,Timber Litter,22.0,3.4104566664851395
1051.8,39.9381,-121.3219,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,766.0,33.0,68.0,142.0,Shrub,13.0,3.021933170606498
410.6,39.9486,-121.3089,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,801.0,38.0,143.0,121.0,Grass-Shrub,13.0,2.6134189556116425
173.6,39.9354,-121.3284,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1027.0,22.0,96.0,121.0,Grass-Shrub,5.0,2.2395497458574356
152.5,39.9386,-121.2916,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1333.0,46.0,276.0,161.0,Timber-Understory,22.0,2.1832698721611306
163.8,39.993,-121.3258,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1936.0,2.0,-1.0,181.0,Timber Litter,21.0,2.2143139239381036
79.2,39.9818,-121.323,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1684.0,6.0,52.0,161.0,Timber-Understory,21.0,1.8987252364246519
2109.6,39.9373,-121.3067,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,685.0,29.0,356.0,181.0,Timber Litter,22.0,3.3242001188440358
108.0,39.9727,-121.2968,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1173.0,25.0,123.0,101.0,Grass,13.0,2.0334237956993997
126.6,39.9596,-121.3148,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1301.0,34.0,171.0,99.0,Nonburnable,13.0,2.102433739985796
203.4,39.9464,-121.3332,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1380.0,29.0,102.0,101.0,Grass,13.0,2.30835096993847
254.8,39.9706,-121.3194,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1590.0,26.0,125.0,121.0,Grass-Shrub,21.0,2.406199440707837
65.0,40.8689,-120.3351,Lassen,2021-07-18,D,23.8,10.0,35.0,23.0,0.0,9.5,1019.7,1695.0,4.0,127.0,121.0,Grass-Shrub,50.0,1.812913423457386
101.1,39.9543,-121.3742,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1316.0,6.0,162.0,122.0,Grass-Shrub,13.0,2.004751198547921
2281.6,39.9636,-121.3973,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1724.0,17.0,98.0,165.0,Timber-Understory,76.0,3.358239510075236
931.8,39.9655,-121.3768,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1489.0,14.0,137.0,99.0,Nonburnable,50.0,2.9693227107730142
148.2,39.9525,-121.3944,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1560.0,17.0,148.0,165.0,Timber-Understory,76.0,2.1708482329479293
1842.8,39.9749,-121.3994,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1715.0,23.0,80.0,186.0,Timber Litter,50.0,3.265478205937352
816.6,39.9879,-121.3825,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1802.0,11.0,252.0,181.0,Timber Litter,50.0,2.912009380905304
1535.3,39.9767,-121.3794,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1626.0,14.0,229.0,122.0,Grass-Shrub,50.0,3.186193252749079
1187.2,39.9896,-121.3639,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1844.0,9.0,142.0,182.0,Timber Litter,50.0,3.074523891593093
30.3,39.962,-121.416,Butte,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1639.0,14.0,230.0,165.0,Timber-Understory,76.0,1.4814427718337935
28.8,39.9731,-121.4191,Butte,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1774.0,12.0,128.0,165.0,Timber-Understory,50.0,1.4593926385558997
126.6,40.0146,-121.2558,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1038.0,28.0,308.0,186.0,Timber Litter,9.0,2.102433739985796
1349.6,40.0302,-121.2684,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1297.0,33.0,196.0,101.0,Grass,9.0,3.1302050727990185
1011.5,40.0281,-121.2752,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1180.0,32.0,55.0,101.0,Grass,9.0,3.004965891400392
206.9,40.0104,-121.3925,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1923.0,4.0,40.0,182.0,Timber Litter,50.0,2.315760511656284
130.2,40.0268,-121.3976,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1946.0,21.0,29.0,121.0,Grass-Shrub,21.0,2.114611017588123
178.4,40.0088,-121.3979,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1925.0,12.0,101.0,122.0,Grass-Shrub,50.0,2.2513948743839647
109.6,40.0254,-121.4052,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,2018.0,4.0,182.0,121.0,Grass-Shrub,50.0,2.0398105937737574
382.7,39.9601,-121.2591,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1115.0,30.0,268.0,181.0,Timber Litter,22.0,2.5828584735726694
288.8,40.0123,-121.3295,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1579.0,30.0,296.0,99.0,Nonburnable,21.0,2.4605972039354986
271.5,40.0103,-121.3392,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1850.0,20.0,28.0,121.0,Grass-Shrub,21.0,2.433769849920979
252.9,40.0286,-121.3305,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1263.0,29.0,50.0,181.0,Timber Litter,21.0,2.4029488465169817
270.9,40.0268,-121.3393,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1492.0,38.0,19.0,181.0,Timber Litter,21.0,2.43280902106471
166.8,39.9406,-121.3117,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,722.0,26.0,183.0,121.0,Grass-Shrub,13.0,2.2221960723385585
379.4,39.9759,-121.269,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,961.0,34.0,260.0,161.0,Timber-Understory,21.0,2.57909733799952
632.1,39.9781,-121.2639,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1245.0,39.0,162.0,101.0,Grass,21.0,2.8007857971984236
865.1,39.9964,-121.259,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1115.0,36.0,70.0,186.0,Timber Litter,21.0,2.9370663170375932
133.5,39.991,-121.3938,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1752.0,11.0,118.0,99.0,Nonburnable,50.0,2.125481298232015
186.6,39.9925,-121.3892,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1781.0,11.0,316.0,121.0,Grass-Shrub,50.0,2.2709116626845685
859.4,39.9941,-121.266,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1148.0,29.0,263.0,161.0,Timber-Understory,21.0,2.934195354401346
299.0,39.9579,-121.2629,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,987.0,30.0,326.0,161.0,Timber-Understory,22.0,2.4756712028493286
131.1,39.9738,-121.2566,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1480.0,29.0,254.0,181.0,Timber Litter,13.0,2.1176027248170457
109.4,39.9733,-121.2685,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,880.0,25.0,158.0,181.0,Timber Litter,21.0,2.0390173616952603
320.9,39.9862,-121.2544,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1522.0,30.0,8.0,181.0,Timber Litter,21.0,2.506369730629143
21.6,40.0589,-121.223,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1264.0,33.0,227.0,122.0,Grass-Shrub,9.0,1.3344539522131444
16.0,40.0499,-121.2217,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1058.0,39.0,153.0,99.0,Nonburnable,9.0,1.2041202540898912
31.6,40.0078,-121.2108,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,897.0,36.0,59.0,181.0,Timber Litter,21.0,1.4996872200533446
164.3,40.0424,-121.2876,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1608.0,16.0,224.0,101.0,Grass,9.0,2.215637589868079
363.5,40.0408,-121.2662,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1486.0,9.0,141.0,101.0,Grass,9.0,2.560504427142635
92.9,40.0392,-121.2465,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,919.0,45.0,318.0,186.0,Timber Litter,9.0,1.968015760742238
430.1,40.0378,-121.2713,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1513.0,9.0,88.0,101.0,Grass,9.0,2.6335694526516154
96.3,40.0396,-121.2933,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1598.0,26.0,75.0,142.0,Shrub,9.0,1.9836263322226093
193.2,40.0362,-121.2512,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1020.0,34.0,106.0,101.0,Grass,9.0,2.2860071445584844
141.4,40.0256,-121.2756,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1346.0,34.0,31.0,101.0,Grass,9.0,2.150449440174775
92.4,40.0239,-121.2545,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,947.0,36.0,85.0,161.0,Timber-Understory,9.0,1.9656720182216716
44.1,40.0097,-121.235,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,833.0,31.0,220.0,101.0,Grass,9.0,1.6444386879473019
138.7,39.9991,-121.2587,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,944.0,37.0,339.0,186.0,Timber Litter,21.0,2.1420764923850704
152.8,40.0202,-121.3661,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1781.0,26.0,103.0,99.0,Nonburnable,21.0,2.184123382662084
131.2,40.0075,-121.3657,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1955.0,10.0,107.0,181.0,Timber Litter,50.0,2.1179338681413538
95.8,39.976,-121.2846,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1083.0,28.0,88.0,161.0,Timber-Understory,21.0,1.9813655544119952
123.0,40.0183,-121.3422,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1935.0,34.0,83.0,121.0,Grass-Shrub,9.0,2.089905146747891
211.7,39.9489,-121.26,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1192.0,30.0,326.0,181.0,Timber Litter,22.0,2.3257208785340304
123.4,39.9481,-121.2689,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1210.0,39.0,326.0,161.0,Timber-Understory,22.0,2.091315194891264
62.4,39.9355,-121.2683,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1300.0,32.0,285.0,161.0,Timber-Understory,22.0,1.795184659280893
125.0,39.9378,-121.2961,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1034.0,40.0,286.0,181.0,Timber Litter,22.0,2.0969100477516136
51.4,39.9951,-121.3676,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1871.0,8.0,217.0,182.0,Timber Litter,50.0,1.7109632034883573
45.5,39.9433,-121.3647,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1289.0,26.0,231.0,186.0,Timber Litter,13.0,1.6580114921064386
283.4,39.9969,-121.2314,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1299.0,40.0,2.0,99.0,Nonburnable,21.0,2.452399861235876
127.5,39.995,-121.2072,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1224.0,35.0,97.0,161.0,Timber-Understory,21.0,2.105510218832285
331.7,39.984,-121.2267,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1795.0,26.0,57.0,142.0,Shrub,21.0,2.520745484612472
172.1,39.9821,-121.2026,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1908.0,23.0,106.0,142.0,Shrub,21.0,2.2357808955625673
70.0,39.9591,-121.2285,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1879.0,17.0,245.0,182.0,Timber Litter,22.0,1.8450981020563213
83.8,39.9466,-121.2288,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,2077.0,6.0,16.0,121.0,Grass-Shrub,22.0,1.9232440704553906
80.8,39.9705,-121.2364,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1721.0,29.0,252.0,161.0,Timber-Understory,22.0,1.9074114145238998
93.0,39.9683,-121.2104,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1870.0,13.0,198.0,183.0,Timber Litter,50.0,1.968482995252264
99.4,39.9581,-121.2383,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1817.0,30.0,4.0,183.0,Timber Litter,22.0,1.9973864280889089
161.5,39.9455,-121.2377,Plumas,2021-07-19,N,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,2006.0,30.0,256.0,142.0,Shrub,22.0,2.2081725535584202
45.9,40.0302,-121.3663,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1585.0,13.0,332.0,186.0,Timber Litter,21.0,1.661812780154785
122.6,40.0213,-121.3684,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1832.0,11.0,304.0,121.0,Grass-Shrub,21.0,2.0884905056060883
132.1,40.0197,-121.3569,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1510.0,5.0,293.0,183.0,Timber Litter,21.0,2.120902850490717
70.5,40.0125,-121.3705,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1912.0,36.0,110.0,121.0,Grass-Shrub,21.0,1.8481891785934486
76.5,40.0108,-121.359,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1804.0,31.0,17.0,186.0,Timber Litter,21.0,1.8836614919241343
42.6,40.0053,-121.3842,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1844.0,8.0,211.0,121.0,Grass-Shrub,50.0,1.6294097010497686
132.6,40.0036,-121.3726,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,2004.0,11.0,232.0,182.0,Timber Litter,50.0,2.1225435568209763
45.3,40.0019,-121.3611,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1893.0,5.0,130.0,101.0,Grass,50.0,1.6560982978835679
67.7,40.0285,-121.3548,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1450.0,20.0,86.0,181.0,Timber Litter,21.0,1.8305887328349892
100.8,40.018,-121.3453,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1922.0,21.0,305.0,181.0,Timber Litter,9.0,2.0034605751942745
125.3,40.0163,-121.3339,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1809.0,32.0,101.0,99.0,Nonburnable,21.0,2.097951105654522
86.2,40.0091,-121.3475,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1902.0,13.0,244.0,121.0,Grass-Shrub,21.0,1.9355073162069003
113.4,39.994,-121.2439,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1279.0,30.0,336.0,161.0,Timber-Understory,21.0,2.0546130928544595
39.5,39.9787,-121.3906,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1636.0,1.0,-1.0,183.0,Timber Litter,50.0,1.5965972055744164
67.8,39.9957,-121.2555,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1166.0,37.0,303.0,186.0,Timber Litter,21.0,1.831229757922292
30.8,39.9804,-121.4021,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1735.0,3.0,95.0,161.0,Timber-Understory,50.0,1.4885508575051234
35.0,39.9876,-121.3885,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1747.0,9.0,260.0,161.0,Timber-Understory,50.0,1.5440681684343955
57.2,39.9947,-121.3748,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1903.0,8.0,145.0,182.0,Timber Litter,50.0,1.7573961047186264
68.7,39.9964,-121.3863,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1800.0,16.0,295.0,186.0,Timber Litter,50.0,1.8369568002756276
127.5,39.98,-121.2116,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1871.0,27.0,17.0,121.0,Grass-Shrub,21.0,2.105510218832285
38.9,39.9784,-121.2001,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1786.0,28.0,57.0,181.0,Timber Litter,21.0,1.589949712969519
196.2,39.9583,-121.2513,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1363.0,30.0,270.0,181.0,Timber Litter,22.0,2.292699025179224
45.6,40.037,-121.3028,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1501.0,43.0,243.0,186.0,Timber Litter,9.0,1.6589649379044424
286.2,40.0026,-121.2237,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,955.0,35.0,290.0,186.0,Timber Litter,21.0,2.4566696445982674
209.4,40.0215,-121.2554,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1033.0,31.0,88.0,101.0,Grass,9.0,2.3209766980827697
151.6,40.0169,-121.2768,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1041.0,37.0,258.0,101.0,Grass,9.0,2.180699229943427
135.4,40.0338,-121.2574,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1266.0,38.0,151.0,101.0,Grass,9.0,2.131618696424049
58.4,40.0418,-121.2799,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1566.0,12.0,97.0,101.0,Grass,9.0,1.7664129214778865
539.2,39.9999,-121.3564,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1919.0,8.0,207.0,181.0,Timber Litter,50.0,2.731749891581686
231.9,40.0116,-121.3616,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1837.0,14.0,341.0,121.0,Grass-Shrub,21.0,2.3653007673656488
236.5,40.007,-121.3834,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1884.0,14.0,220.0,186.0,Timber Litter,50.0,2.373831163437233
81.0,40.0233,-121.3674,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1809.0,29.0,293.0,161.0,Timber-Understory,21.0,1.9084850724952491
113.6,40.0145,-121.3697,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1798.0,38.0,59.0,99.0,Nonburnable,21.0,2.0553783696051466
247.3,39.9562,-121.2424,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1813.0,31.0,261.0,181.0,Timber Litter,22.0,2.39322413392274
137.4,39.9339,-121.2871,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1241.0,15.0,196.0,186.0,Timber Litter,22.0,2.1379867643315715
140.3,39.9612,-121.2792,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,623.0,4.0,298.0,91.0,Nonburnable,50.0,2.1470577019830617
119.8,39.916,-121.3108,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,658.0,32.0,197.0,142.0,Shrub,22.0,2.078456854304917
90.3,39.9281,-121.3145,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,620.0,40.0,259.0,184.0,Timber Litter,22.0,1.9556877984081302
743.5,39.9949,-121.3796,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1907.0,9.0,282.0,181.0,Timber Litter,50.0,2.8712809786991897
147.4,39.9899,-121.403,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1796.0,14.0,271.0,161.0,Timber-Understory,50.0,2.1684975129867006
88.7,39.9657,-121.3953,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1752.0,6.0,118.0,165.0,Timber-Understory,50.0,1.9479236687938974
77.1,39.9704,-121.3736,Plumas,2021-07-19,D,21.2,13.0,31.0,37.0,0.0,8.6,1023.0,1539.0,12.0,143.0,99.0,Nonburnable,50.0,1.8870544343796798
